News Handle,Tweet Text,Tweets Ago,Compound Sentiment,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Date
@NYTimes,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/OtWwllbDnF,76,0.5859,0.211,0.0,0.789,2018/03/27
@NYTimes,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7,77,-0.3818,0.0,0.126,0.874,2018/03/27
@NYTimes,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…",78,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…",79,-0.34,0.0,0.098,0.902,2018/03/27
@NYTimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43,80,-0.8225,0.0,0.364,0.636,2018/03/27
@NYTimes,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO,81,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY",82,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Review: ""Angels in America,"" starring Andrew Garfield and Nathan Lane, is ""flat-out fabulous"" https://t.co/QNh39X6QwQ",83,0.5267,0.207,0.0,0.793,2018/03/27
@NYTimes,"RT @nytimesarts: The diverse and strongly-reviewed ""One Day at a Time"" has been renewed for a third season on Netflix https://t.co/A9Rjr0qd…",84,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/PUJaP3jtoZ,85,0.5423,0.286,0.06,0.653,2018/03/27
@NYTimes,RT @poniewozik: Stormy Daniels spanked Donald Trump with a network newsmagazine. https://t.co/prQASw7buB,86,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,The Democratic primary for governor may be less than a week old but the battle between Gov. Cuomo and Cynthia Nixon… https://t.co/7JGUwM3CeI,87,-0.5267,0.0,0.145,0.855,2018/03/27
@NYTimes,Some of the children trapped by the fire sent farewell messages through their social media accounts. Many were repo… https://t.co/yzbFWU01nz,88,-0.7003,0.0,0.244,0.756,2018/03/27
@NYTimes,RT @bydanielvictor: Here's what the Saints require cheerleaders to do to “protect” themselves from players  https://t.co/61MXS7G0kS https:/…,89,0.296,0.121,0.0,0.879,2018/03/27
@NYTimes,Is Kim Jong-un visiting China? A video that appears to show an old-style green train arriving in Beijing is fueling… https://t.co/tUiZEF9TtH,90,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Facebook’s privacy practices are being investigated by the Federal Trade Commission, the government agency confirmed https://t.co/EOcXizO8l4",91,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"RT @nytopinion: A bill in Ohio would ban all abortions, full stop. It's part of a larger strategy to make abortions impossible to obtain fo…",92,-0.7003,0.0,0.216,0.784,2018/03/27
@NYTimes,How to care for your skin — while you sleep https://t.co/uoXLBtptOT,93,0.4939,0.262,0.0,0.738,2018/03/27
@NYTimes,"RT @TimHerrera: Hearing — and giving — criticism is super hard! Here's why that is, and some ideas to make it go down easier  https://t.co/…",94,0.7263,0.296,0.136,0.568,2018/03/27
@NYTimes,"You know Sister Jean. Meet Father Rob.
https://t.co/B7m8sZnhju https://t.co/eG4Yo2LcQS",95,-0.5574,0.0,0.31,0.69,2018/03/27
@NYTimes,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/31KHgrUsMn",96,-0.4767,0.0,0.134,0.866,2018/03/27
@NYTimes,"RT @jeligon: Erica Garner. MarShawn McCarrel. Darren Seals. Muhiyidin Moye. Edward Crawford. Black Lives Matter activists have died young,…",97,-0.5423,0.051,0.166,0.783,2018/03/27
@NYTimes,What we know (and don’t know) about how to lose weight https://t.co/t1b13HuoVg,98,-0.4019,0.0,0.197,0.803,2018/03/27
@NYTimes,"14 European nations joined the U.S. and Canada in expelling scores of Russian diplomats. They include Germany, Fran… https://t.co/GF3XQdxSO6",99,-0.3818,0.0,0.126,0.874,2018/03/27
