News Handle,Tweet Text,Tweets Ago,Compound Sentiment,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Date
@FoxNews,"JUST IN: Arrest made in connection with suspicious packages found at military bases, official tells Fox News (via… https://t.co/QU3F9x0iD8",16,-0.5994,0.0,0.224,0.776,2018/03/27
@FoxNews,.@RepKinzinger: “[President @realDonaldTrump’s] actions have been outstanding up to this point. He’s been probably… https://t.co/5vTynkQke5,17,0.6124,0.222,0.0,0.778,2018/03/27
@FoxNews,.@ChrisStirewalt: “Nothing will be put to rest until Robert Mueller is done with his investigation.” https://t.co/dgtNVsr42R,18,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Mystery train rumored to carry Kim Jong Un leaves China after secretive stay https://t.co/SSCtuGrIcE,19,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,California sheriff's office to publish inmates' release in pushback against state's 'sanctuary' law https://t.co/8PGBFZlJA9,20,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"Marie Harf: “Law enforcement needs immigrants, even illegal immigrants, to work with them to solve crimes.” https://t.co/tQM24ZHz6t",21,-0.4215,0.088,0.176,0.735,2018/03/27
@FoxNews,CA Showdown: Orange County Could Sue to Block 'Unconstitutional' Sanctuary Law https://t.co/7R0iJqN61D,22,-0.4404,0.0,0.209,0.791,2018/03/27
@FoxNews,DOW opens higher as trade tensions ease https://t.co/dx21o1gLKz,23,-0.0516,0.223,0.241,0.536,2018/03/27
@FoxNews,California officer says goodbye to dying police dog in emotional photo https://t.co/uqhhh4bZSa,24,0.1531,0.127,0.0,0.873,2018/03/27
@FoxNews,".@MariaBartiromo: “You’ve got a president that is bent on rolling back regulations, on getting growth.” https://t.co/KP3WTso6DW",25,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Dramatic video captures blazing fuel truck being driven to safety through Indian city https://t.co/5FPO6ZF4j2,26,0.4215,0.177,0.0,0.823,2018/03/27
@FoxNews,.@SteveHiltonx on @foxandfriends: “This is a really really strong diplomatic move.” https://t.co/tjKuLoRujW https://t.co/Zew9R3IPbF,27,0.5956,0.26,0.0,0.74,2018/03/27
@FoxNews,"RT @FoxBusiness: .@SecretaryRoss on trade deal with South Korea: ""It's a peaceful deal, it's a negotiated deal, it works for both sides. It…",28,0.4939,0.138,0.0,0.862,2018/03/27
@FoxNews,.@cvpayne: “We’ve been in a trade war with China for a very long time… and we have been losing mightily.” https://t.co/o7KhMIKv7h,29,-0.7579,0.0,0.277,0.723,2018/03/27
@FoxNews,".@USNavy's Virginia attack submarines will now fire nuclear weapons, marking dramatic shift https://t.co/WfP2qm7zmq… https://t.co/iPVYe6ECbE",30,-0.8126,0.0,0.433,0.567,2018/03/27
@FoxNews,RT @FoxBusiness: US to add citizenship question in 2020 Census: @CommerceGov https://t.co/SaTlvyyT7T,31,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"RT @FoxBusiness: Beware, the IRS is looking for these red flags this tax season https://t.co/hhM7JEmmWs",32,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Rumors of Kim Jong Un’s visit to China swirl as mysterious train reportedly leaves Beijing https://t.co/oZSwaBdqqy,33,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Chicago @WhiteSox welcome back groundskeeper who wrongly spent 23 years in prison https://t.co/EOfHvMv7vR,34,-0.0772,0.173,0.191,0.636,2018/03/27
@FoxNews,.@POTUS writes to Parkland victim's family @foxandfriends https://t.co/Jp5zKhkGkQ,35,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,.@JohnJamesMI on @foxandfriends: “Donald Trump is delivering on his promises and the people in the state of Michiga… https://t.co/6OO1dRFgyE,36,0.3818,0.126,0.0,0.874,2018/03/27
@FoxNews,".@JohnJamesMI on being endorsed by @AmbJohnBolton: ""It was great, it was unexpected, and I’m honored.”… https://t.co/4KMuwwr7xA",37,0.7269,0.303,0.0,0.697,2018/03/27
@FoxNews,Dad holds “Say No” sign during proposal @foxandfriends https://t.co/T7wGeqe2CZ,38,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Toni Hixon on @foxandfriends: “He was the best son any mother could ever want.” https://t.co/RFzcPYFeYK https://t.co/vDJ376v9Lr,39,0.6369,0.219,0.0,0.781,2018/03/27
@FoxNews,"Shawn Nelson, Orange County Supervisor, on sanctuary status: “It is unconstitutional.” @foxandfriends https://t.co/nSOdFzoPQF",40,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"A small dog, named Enzo, pulls at the leash of a 17-year-old cow, named Belinda, on a farm in Heckenbach, Germany. https://t.co/Q216MgfdwF",41,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/bVpFkspIpO,42,-0.5423,0.173,0.408,0.419,2018/03/27
@FoxNews,.@Judgenap on 2020 census citizenship question @foxandfriends https://t.co/UAL4Qj4Hij,43,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,OPINION: Trump is right -- California is out of control https://t.co/RjIGgkS987,44,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"Beyonce was bitten in the face by unidentified actress, Tiffany Haddish claims https://t.co/KLJb5LkMVi",45,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"U.S. National Security Council Michael Anton on Russian expulsions: ""This is an unprecedented action...that's somet… https://t.co/w8jKzVfREa",46,0.34,0.138,0.0,0.862,2018/03/27
@FoxNews,"At odds with @AmbJohnBolton on North Korea, Mattis appears isolated https://t.co/gGMFWwDOOI",47,-0.3182,0.0,0.187,0.813,2018/03/27
@FoxNews,Whistleblower at center of privacy scandal to testify in UK https://t.co/lkX4Ys0c8G,48,-0.4404,0.0,0.225,0.775,2018/03/27
@FoxNews,#Trump expressed hope to see Rob Porter return to White House: report https://t.co/ZiPyNKwMSu,49,-0.1779,0.166,0.206,0.629,2018/03/27
@FoxNews,"Iowa family found dead in Mexico likely killed by water heater gas leak, official says https://t.co/sM5xsAIsJX",50,-0.9042,0.0,0.463,0.537,2018/03/27
@FoxNews,.@CDCgov warns of second wave of flu https://t.co/RxY6Qi5T4S,51,-0.4588,0.0,0.4,0.6,2018/03/27
@FoxNews,"Dr. Nicole Saphier: ""Rome was not built in a day, and neither is health care."" https://t.co/pDg7MNw3Pt",52,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Family's pet cat returns home 2 days after they thought they buried him https://t.co/kwYT6uEQ9q,53,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"Political analyst Ron Meyer: ""Democrats really care about getting services to people who are here illegally more th… https://t.co/OXCUMwSr8f",54,0.5413,0.163,0.0,0.837,2018/03/27
@FoxNews,"Democratic strategist Suraj Patel on citizenship question in 2020 census: ""Doing this is calculated to stopping Dem… https://t.co/1q6MIrpcaI",55,-0.1531,0.0,0.086,0.914,2018/03/27
@FoxNews,Vegas police say 5 arrests in MS-13 case solves 10 murders https://t.co/d9QfRFLoxO https://t.co/kyQkw7JIcR,56,-0.7003,0.117,0.383,0.5,2018/03/27
@FoxNews,"For North Korean leaders, a train unlike any other https://t.co/gGO3CxNbA5",57,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Dow posts biggest one-day point gain since 2008  (via @FoxBusiness) https://t.co/KeTmVaUlIu https://t.co/hB4tfEttxQ,58,0.5267,0.236,0.0,0.764,2018/03/27
@FoxNews,Corey Lewandowski considering legal action against reporter who entered office without permission https://t.co/9ghJZDaMYI,59,0.128,0.111,0.0,0.889,2018/03/27
@FoxNews,"Kiron Skinner on expulsion of 60 Russian diplomats: ""It is the harshest action against the Russians under President… https://t.co/maX6r3wbw0",60,-0.5994,0.0,0.178,0.822,2018/03/27
@FoxNews,Global Russian Expulsions https://t.co/tjKuLoRujW https://t.co/ehwjOyQleE,61,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Wynn Resorts hearing may include alleged misconduct evidence https://t.co/9PTyh9GO21,62,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"Orlando nightclub shooter's father, an FBI informant, brushed off son's terror comments, agent says… https://t.co/7aTAEszZkQ",63,-0.5267,0.0,0.195,0.805,2018/03/27
@FoxNews,"OPINION: #Trump, like Reagan, can beat back the 'swamp' in assembling his own presidential dream team https://t.co/PjubKZKQbL",64,0.5423,0.231,0.0,0.769,2018/03/27
@FoxNews,"""Live a purposeful life.""

99-year-old WWII vet Sidney Walton and his son Paul are on a cross-country tour to meet… https://t.co/nAWYq14PZt",65,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,".@WhiteHouse: Stormy Daniels is 'inconsistent,' #Trump doesn't believe her claims are 'accurate' https://t.co/kk6ZBUvfs7",66,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,Uber suspended from testing self-driving cars in Arizona https://t.co/6KYQ8Zg5sa,67,-0.5256,0.0,0.298,0.702,2018/03/27
@FoxNews,Ohio Gov. Kasich commutes death sentence of man who killed woman during robbery https://t.co/qVAOdaXm9y,68,-0.8442,0.063,0.406,0.531,2018/03/27
@FoxNews,"George Rodriguez: ""Democrats are more interested in sanctuary cities and protecting people that enter the country i… https://t.co/8Lr8hH9dCH",69,0.4576,0.15,0.0,0.85,2018/03/27
@FoxNews,"""The ones that are bad need to be weeded out.""

American who escaped Al Qaeda captivity says @FBI, under Mueller an… https://t.co/QS0U88z1J5",70,-0.5423,0.0,0.143,0.857,2018/03/27
@FoxNews,"Russian envoy says relations with US in crisis, retaliation likely https://t.co/mi8RD6Xaxk",71,-0.6249,0.0,0.291,0.709,2018/03/27
@FoxNews,World's new largest cruise ship sets sail https://t.co/QH8HyOb78g,72,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"High-ranking Michigan State official arrested, faces charges amid Nassar probe https://t.co/BppfqrhuPB",73,-0.6369,0.0,0.366,0.634,2018/03/27
@FoxNews,"Daniel Hoffman on expulsion of 60 Russian diplomats: ""This is an important message that we've sent to the Kremlin.""… https://t.co/jzZLPHfkNn",74,0.2023,0.087,0.0,0.913,2018/03/27
@FoxNews,"NC sheriff hopeful apologizes for joke about taking guns away from people's 'cold, bare hands' https://t.co/V0aIuLOr99",75,0.7906,0.381,0.0,0.619,2018/03/27
@FoxNews,"Austin bomber's roommate a 'person of interest' in investigation, McCaul says https://t.co/lc7QqLfH0w https://t.co/EgBKn2YXdx",76,0.4588,0.214,0.0,0.786,2018/03/27
@FoxNews,Packages with explosive material sent to military installations in DC area https://t.co/iO2Hzfg3z9 https://t.co/7uuUKsHaP0,77,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,White House attorneys looking into loans to Kushner's business over ethics concerns https://t.co/YoUm4mGttf,78,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"#Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/6odgJOzV6t https://t.co/5znEfyZq0a",79,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,EasyJet pilot suspended for using Snapchat during flight https://t.co/56CDzUQBeE,80,-0.4767,0.0,0.279,0.721,2018/03/27
@FoxNews,.@gen_jackkeane on countries expelling Russian diplomats: “What I’m hoping is it thickens the spine of these weak E… https://t.co/EY6MPVgsGO,81,-0.4019,0.115,0.226,0.658,2018/03/27
@FoxNews,"Father, son killed in collapse inside silo at Wisconsin farm https://t.co/L6ooukO11o",82,-0.8271,0.0,0.461,0.539,2018/03/27
@FoxNews,FEAST YOUR EYES: This baby orangutan at the Phoenix Zoo got a front-row seat when a young boy began performing tric… https://t.co/LkdmLWK2Ys,83,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,California to sue #Trump admin over citizenship question in 2020 census https://t.co/YOIGzHhuby,84,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"QUARRELING KOALAS: These two male koalas were caught wrestling in Australia, reportedly, over a female koala just o… https://t.co/D1I5NEQuRd",85,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,American exchange students in Italy started kitchen fire by cooking pasta without water https://t.co/zn5KQRR9r2,86,-0.34,0.0,0.156,0.844,2018/03/27
@FoxNews,"Austan Goolsbee: ""They had a record-setting day on the stock market today, precisely because @realDonaldTrump is no… https://t.co/YwemCnISmR",87,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,North Dakota tries to establish Theodore Roosevelt library https://t.co/Tk8Hx6Sqpr,88,0.0,0.0,0.0,1.0,2018/03/27
@FoxNews,"SNOW MORE GRASS HERE: One resident of New Whiteland, Indiana didn't let a snowstorm stop him from yardwork over the… https://t.co/bCdpEVYJZf",89,0.2235,0.09,0.0,0.91,2018/03/27
@FoxNews,"Unusually heavy security at a Beijing guesthouse where prominent North Koreans have previously stayed, paired with… https://t.co/207dukBvNr",90,0.6096,0.262,0.0,0.738,2018/03/27
@FoxNews,"David Bossie: ""Tough talk— talking about tariffs, talking about ending these bad trade deals, is what is getting us… https://t.co/eiwdZNLqRT",91,-0.6124,0.0,0.217,0.783,2018/03/27
@FoxNews,"President @realDonaldTrump tweeted about ""trade talks"" on Monday night, assuring that ""in the end, all will be happ… https://t.co/EenoisCIKL",92,0.3818,0.126,0.0,0.874,2018/03/27
@FoxNews,.@KyleKashuv: “Gun control won’t solve this issue. We’ve seen that we have to hold our government accountable.”… https://t.co/keFKSgREAj,93,0.2023,0.096,0.0,0.904,2018/03/27
@FoxNews,"'Avengers' star Chris Evans, 'Deadpool's' Ryan Reynolds and more Marvel all-stars help fulfill dying boy's wish https://t.co/sAVdKbppOJ",94,0.8923,0.473,0.0,0.527,2018/03/27
@FoxNews,"Harry Kazianis: ""I think @AmbJohnBolton is North Korea and China's worst nightmare."" @IngrahamAngle https://t.co/IjIDyMBHQJ",95,-0.6249,0.0,0.24,0.76,2018/03/27
@FoxNews,Texas man who allegedly had weapons stockpile in Boston-area hotel says he was on a classified mission https://t.co/92KOFwDLxr,96,-0.4404,0.0,0.153,0.847,2018/03/27
@FoxNews,".@IngrahamAngle: ""On trade, let's remember, the @POTUS has stood on principle. He stuck to his guns, and he complet… https://t.co/IAaDJb99j2",97,-0.25,0.0,0.095,0.905,2018/03/27
@FoxNews,"High-ranking Michigan State official arrested amid Nassar probe, sheriff says https://t.co/nV16KaHA1C",98,-0.4767,0.0,0.237,0.763,2018/03/27
@FoxNews,"Roger McNamee: “I think all of Silicon Valley needs to reassess why it’s in business, and recognize that they can b… https://t.co/FE07jALDDp",99,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"""Being crazy isn't enough."" A Manhattan nanny charged with killing two children in her care is pursuing an insanity… https://t.co/ro78pJw85B",0,-0.6597,0.119,0.321,0.56,2018/03/27
@NYTimes,"Two white police officers in Baton Rouge, La., will not be prosecuted in the fatal 2016 shooting of Alton Sterling,… https://t.co/kRzukrAMDy",1,-0.3217,0.088,0.142,0.77,2018/03/27
@NYTimes,"The former dean, William D. Strampel, was accused not only of failing to protect women and girls from Larry Nassar,… https://t.co/saN2IbTMhc",2,0.477,0.208,0.086,0.706,2018/03/27
@NYTimes,RT @nytimesbusiness: “Trump has been a godsend for China.” The potential cost of moving away from institutions and alliances in favor of a…,3,0.7579,0.245,0.0,0.755,2018/03/27
@NYTimes,"The Rev. Samuel Rodriguez thinks of himself as a modern-day Joseph in Pharaoh’s court, placed there to save his peo… https://t.co/ajpHlmGwE4",4,0.4939,0.144,0.0,0.856,2018/03/27
@NYTimes,"RT @patrickhealynyt: Roseanne Barr &amp; I got into it when she claimed Trump favors same-sex marriage: ""Yes, he does. He has said it several t…",5,0.25,0.08,0.0,0.92,2018/03/27
@NYTimes,"Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to have sex… https://t.co/L5xGmbNUfG",6,-0.2023,0.0,0.091,0.909,2018/03/27
@NYTimes,"In Opinion,
Op-Ed columnist @PaulKrugman writes, ""The simple truth is that ever since Reagan, Republicans have basi… https://t.co/2xROYOSesk",7,0.3182,0.119,0.0,0.881,2018/03/27
@NYTimes,RT @nytopinion: Stormy Daniels is not the first person who claims to have been threatened after crossing Donald Trump https://t.co/jq4XA1hs…,8,-0.4588,0.0,0.136,0.864,2018/03/27
@NYTimes,"RT @nytimesarts: Chris Evans makes a terrific Broadway debut in ""Lobby Hero"" https://t.co/RSHFjyp02o",9,0.7783,0.464,0.0,0.536,2018/03/27
@NYTimes,"On U.S. involvement in the Syrian war, one operative said: “Russia is more honorable and trustworthy than the Unite… https://t.co/j4nPJbWm4Q",10,0.5799,0.268,0.137,0.595,2018/03/27
@NYTimes,"RT @nytimesbusiness: Waymo says it will buy up to 20,000 electric cars from Jaguar Land Rover as it strives to put a ride service into oper…",11,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Stephen Colbert and other late-night hosts were not surprised by Stephanie Clifford's ""60 Minutes"" interview https://t.co/i7tEE6rroE",12,-0.1695,0.0,0.1,0.9,2018/03/27
@NYTimes,"""I'm sure there are other Cambridge Analyticas out there,"" Senator John Kennedy said. ""Facebook isn't just a compan… https://t.co/q02W3HcwDe",13,0.3182,0.119,0.0,0.881,2018/03/27
@NYTimes,RT @nytopinion: John Paul Stevens: Repealing the Second Amendment would move Saturday’s marchers closer to their objective than any other p…,14,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,Polls and recent elections show that Trump has galvanized liberal and moderate voters to oppose his party. Yet at t… https://t.co/hj0feZkpk5,15,0.4019,0.119,0.0,0.881,2018/03/27
@NYTimes,"RT @nytgraphics: All 435 House seats are up for election this November, but just 48 are considered competitive: 41 held by Republicans, 7 b…",16,0.2617,0.085,0.0,0.915,2018/03/27
@NYTimes,Morning Briefing: Here's what you need to know to start your day https://t.co/1cL3jRvE6f https://t.co/DZGs6ucJlW,17,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,The Maryland school shooter who fatally shot his ex-girlfriend and injured another student last week killed himself… https://t.co/n7N1XpSNsB,18,-0.9081,0.0,0.432,0.568,2018/03/27
@NYTimes,Linda Brown came to symbolize one of the most transformative court proceedings in American history https://t.co/vUcEP99A3g,19,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"A housemate of the Austin bomber has become a ""person of interest"" in the investigation https://t.co/thNrBdpcJM",20,0.4588,0.188,0.0,0.812,2018/03/27
@NYTimes,"Your daily @DealBook Briefing:

• Citigroup became the biggest Wall Street firm thus far to take actions to limit g… https://t.co/trOfabkKIY",21,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Lobster, wine and ""lady conductors"": What we know about North Korea's mystery train https://t.co/PCuXFczwwb",22,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"""From a European perspective, the shock comes from the fact that the U.S. is now seen as a destabilizing force, lik… https://t.co/IMDcz7Nj2v",23,-0.3818,0.0,0.12,0.88,2018/03/27
@NYTimes,"Eight years ago, the United States and Russia agreed to a spy swap that sent a Russian double agent to safety in Br… https://t.co/5Dv7DOef5y",24,0.7717,0.288,0.0,0.712,2018/03/27
@NYTimes,"The former dean of Michigan State University’s medical school, who supervised the disgraced physician Lawrence Nass… https://t.co/zvJMTgrnB7",25,-0.4588,0.0,0.158,0.842,2018/03/27
@NYTimes,"Within 30 seconds of arriving, Deputy Brewer had exited his car, confronted a man in the street whose pants were ar… https://t.co/LzNamOCMQf",26,-0.2023,0.0,0.083,0.917,2018/03/27
@NYTimes,"The 2020 census will ask respondents whether they are U.S. citizens, the Commerce Department announced, agreeing to… https://t.co/zz1aqLKqAT",27,0.34,0.124,0.0,0.876,2018/03/27
@NYTimes,A video that appeared to show the arrival in Beijing of an old-style green train fueled speculation that a high-lev… https://t.co/nB2RJVVDYe,28,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,Morning Briefing: Here's what you need to know to start your day https://t.co/C4v9hpi3Ye https://t.co/QLK2dlg5qA,29,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/iq3gZcZzNd",30,-0.5267,0.0,0.175,0.825,2018/03/27
@NYTimes,"""She called me at 4:11 p.m. the last time and told me that everything was in flames, and that the doors were blocke… https://t.co/T2XmtaoKxp",31,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"A woman who survived the Holocaust was murdered in Paris, in what the authorities are calling a hate crime https://t.co/PCfeDQFPrz",32,-0.8519,0.114,0.401,0.484,2018/03/27
@NYTimes,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/5VpaR8vviN",33,-0.4767,0.0,0.134,0.866,2018/03/27
@NYTimes,"China's first space station, Tiangong-1, abandoned and out of control, is expected to drop out of orbit around this… https://t.co/IURCPOQDHv",34,-0.6249,0.0,0.221,0.779,2018/03/27
@NYTimes,"RT @nytimesworld: To Europeans, the brazen poisoning of a former Russian spy and his daughter in Salisbury, England, crossed a line. That h…",35,-0.5859,0.0,0.16,0.84,2018/03/27
@NYTimes,"The main Brexit campaign in the referendum on Britain’s EU membership funneled more than $900,000 to a puppet organ… https://t.co/9Vzlfx7fHr",36,0.0258,0.058,0.0,0.942,2018/03/27
@NYTimes,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/AM9RjUNwtB,37,-0.2023,0.102,0.131,0.766,2018/03/27
@NYTimes,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/1kMpdRcvCs,38,0.4939,0.186,0.0,0.814,2018/03/27
@NYTimes,"“The world’s patience is rather wearing thin with President Putin and his actions,” said the British defense secret… https://t.co/mfKxquWuau",39,0.128,0.077,0.0,0.923,2018/03/27
@NYTimes,"RT @meslackman: All roads may lead to Rome, but when you get here the mean streets and wrecked pavements will puncture your tires, break yo…",40,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,The Ethicist: Must I Tell My Boss I’m Absent Because of Mental Illness? https://t.co/OmG8vR4vhG,41,-0.4019,0.0,0.184,0.816,2018/03/27
@NYTimes,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/z1b0IMpWFl,42,0.5267,0.188,0.0,0.812,2018/03/27
@NYTimes,RT @JanePerlez: Our story on five North Korean defectors who went missing. They pledged to take poison if caught. Did they? Or are they ins…,43,-0.7906,0.0,0.267,0.733,2018/03/27
@NYTimes,"RT @nytopinion: If Bolton and Trump rip up the Iran deal, they will be giving the U.S. what it needs least: international isolation. https:…",44,-0.0772,0.089,0.1,0.812,2018/03/27
@NYTimes,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/AFhD1V40xi",45,0.7003,0.234,0.0,0.766,2018/03/27
@NYTimes,Villanova's team chaplain wants no part of a rivalry with Sister Jean. “As someone who is a product of 16 years of… https://t.co/Q3LX3bNNVk,46,-0.296,0.0,0.099,0.901,2018/03/27
@NYTimes,"RT @NYTHealth: Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, is dead at 66 https://t…",47,-0.7964,0.0,0.262,0.738,2018/03/27
@NYTimes,"The mass expulsion of Russian personnel stationed in the U.S. was the largest ever, eclipsing even the darkest days… https://t.co/XGBpNxeOv1",48,-0.4939,0.0,0.144,0.856,2018/03/27
@NYTimes,"Chris Evans makes his Broadway debut in the astutely acted revival of Kenneth Lonergan’s play, ""Lobby Hero"" https://t.co/LIgBAWJ6B1",49,0.7269,0.321,0.0,0.679,2018/03/27
@NYTimes,"Despite Concerns, Census Will Ask Respondents if They Are U.S. Citizens https://t.co/DvsNaOwgfr",50,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,A new EPA policy proposal championed by Scott Pruitt would severely restrict the scientific research the agency can… https://t.co/gSQiVxJlT2,51,-0.5267,0.096,0.246,0.658,2018/03/27
@NYTimes,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/R7WrFuUp0z,52,0.5423,0.286,0.06,0.653,2018/03/27
@NYTimes,"Uber was ordered to suspend testing of its autonomous vehicles on Arizona roads, 8 days after one of its cars struc… https://t.co/MsnkgMhRco",53,-0.3182,0.0,0.103,0.897,2018/03/27
@NYTimes,"RT @NYTMetro: Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to engage in sex. http…",54,0.1531,0.099,0.074,0.826,2018/03/27
@NYTimes,The “60 Minutes” interview of Stormy Daniels garnered the highest ratings for the program in almost a decade https://t.co/vZoIYm3ugi,55,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"Medical societies and leading neurologists strongly endorse a treatment for stroke, but some ER physicians believe… https://t.co/v9BzB78wi1",56,0.296,0.186,0.0,0.814,2018/03/27
@NYTimes,The Stormy Daniels saga and White House turmoil: Some Republicans fear that the midterm elections will be swayed by… https://t.co/VV8P6AYboK,57,-0.6908,0.0,0.241,0.759,2018/03/27
@NYTimes,RT @NYTScience: There's an 8.5-ton space station that will crash on Earth somewhere in the next week. Don't worry. https://t.co/x5r8BsFXpz,58,-0.0757,0.104,0.117,0.779,2018/03/27
@NYTimes,"Can Defense Secretary Jim Mattis hold the line in President Trump’s ""war cabinet""? https://t.co/28JV7ODldJ https://t.co/5QMTVB2715",59,-0.5267,0.082,0.212,0.707,2018/03/27
@NYTimes,"Tess will spend the next 2 years, at least, scanning the sky for alien worlds https://t.co/uqiiZ7TKcT",60,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,We have resolved an issue that caused some links to return a page not found on mobile devices. We apologize for the inconvenience.,61,-0.1027,0.126,0.102,0.772,2018/03/27
@NYTimes,RT @nytopinion: E.P.A Administrator Scott Pruitt wants to prohibit his agency from using certain peer-reviewed scientific studies in order…,62,0.2732,0.104,0.0,0.896,2018/03/27
@NYTimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/PGHd4PlLBN,63,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/1be8txo0YB,64,-0.2023,0.102,0.131,0.766,2018/03/27
@NYTimes,"Investigators believe a man in Arizona was distributing performance-enhancing drugs on a massive, global scale, yet… https://t.co/oEHmWEZaWQ",65,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/HstzedLBAa,66,0.5267,0.188,0.0,0.812,2018/03/27
@NYTimes,RT @maggieNYT: NEWS: Trump Talks of Bringing Back Rob Porter  https://t.co/1BleAd2VZN,67,-0.5574,0.0,0.265,0.735,2018/03/27
@NYTimes,"Villanova has a beloved team chaplain, too https://t.co/cMje3sdrCj",68,0.5106,0.355,0.0,0.645,2018/03/27
@NYTimes,"RT @nytimesworld: She escaped a 1942 roundup of Jews in Paris, and died in a 2018 hate crime https://t.co/bwlI9EawZ1",69,-0.8957,0.0,0.435,0.565,2018/03/27
@NYTimes,Linda Brown has died. The Kansas schoolgirl came to symbolize the transformative Brown v. Board of Education desegr… https://t.co/a0bJJfESbP,70,-0.5574,0.0,0.167,0.833,2018/03/27
@NYTimes,Planning a trip to Memphis? Here's what you should bring. https://t.co/mXqFo0yzG6,71,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FmmZKTkugK,72,0.0,0.0,0.0,1.0,2018/03/27
@NYTimes,"“This is a deplorable way to treat a veteran who risked his life in combat for our nation,” Senator Tammy Duckworth… https://t.co/GNFXVeadzt",73,-0.1531,0.113,0.179,0.708,2018/03/27
@NYTimes,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/bdRjmcrJEl,74,0.4939,0.186,0.0,0.814,2018/03/27
@NYTimes,"RT @jeligon: .@es_snipes fought vigorously for black lives. What did the movement do to support her? Not enough, friends say. https://t.co/…",75,0.6124,0.274,0.086,0.639,2018/03/27
